id_contrato,id_cliente,id_produto,id_agencia,contrato_valor,data_key
1964,2404,24,67,107830.64,20240622
1965,1706,4,9,112924.87,20250216
1966,605,6,23,66878.57,20250528
1967,814,27,23,25786.1,20250915
1968,1437,8,60,38028.58,20250728
1969,2320,6,15,128693.73,20240329
1970,761,2,22,18687.57,20240329
1971,1886,11,32,26885.58,20250118
1972,783,9,40,67798.12,20251019
1973,730,13,73,6310.35,20241020
1974,1118,12,38,50263.95,20240711
1975,379,38,47,110682.56,20240927
1976,1842,11,5,15561.23,20250619
1977,2330,17,56,8020.77,20250704
1978,1183,18,65,13097.16,20251129
1979,1102,19,27,67239.33,20260324
1980,129,34,24,48373.14,20240924
1981,1323,25,76,785.09,20250823
1982,2579,1,21,39362.27,20240417
1983,2654,12,46,9772.17,20241210
1984,763,29,79,17205.92,20250713
1985,1782,31,32,97164.72,20251212
1986,1384,26,39,114038.42,20250907
1987,2077,27,55,116521.11,20240827
1988,2430,28,66,114523.85,20250214
1989,2858,13,73,74176.52,20250903
1990,221,20,19,736.47,20241207
1991,1887,31,19,9444.91,20240618
1992,1260,32,31,71221.61,20241104
1993,1003,33,72,76751.35,20260111
1994,1412,34,71,124.23,20240612
1995,2738,30,32,110841.37,20250428
1996,547,21,37,8057.69,20241121
1997,294,38,4,12140.31,20250630
1998,964,22,65,4439.38,20240701
1999,1631,15,18,73657.42,20260208
2000,1237,22,50,3631.59,20240804
2001,1275,31,5,36928.35,20241018
2002,736,2,67,144606.66,20250307
2003,1419,7,52,9565.99,20240325
2004,2354,30,2,20145.17,20240511
2005,1646,4,39,10153.44,20251117
2006,475,29,65,5543.66,20251011
2007,1373,24,15,3926.92,20251230
2008,1571,6,20,78555.09,20250628
2009,2418,9,66,41116.77,20251225
2010,1782,10,37,114591.74,20250410
2011,1886,39,48,15464.62,20250516
2012,1214,2,70,75341.33,20251122
2013,1709,13,42,22268.65,20241231
2014,458,3,69,52698.7,20250902
2015,2192,15,19,52321.47,20240327
2016,1415,40,32,7035.41,20241008
2017,314,3,19,11596.83,20240211
2018,415,6,44,146989.63,20251015
2019,754,17,11,36689.74,20240123
2020,785,20,79,19320.62,20260323
2021,999,4,48,8548.21,20260323
2022,1790,22,24,81479.39,20260217
2023,2477,12,37,60686.01,20240216
2024,77,9,36,1601.07,20240731
2025,2601,15,29,56030.51,20260320
2026,262,39,59,10926.12,20240814
2027,1347,31,72,8704.91,20250901
2028,1419,10,60,41811.14,20241123
2029,697,17,52,3948.92,20251215
2030,322,36,45,79623.12,20250808
2031,1513,21,58,20566.34,20250626
2032,2396,32,46,23843.39,20251001
2033,96,19,72,76099.0,20260222
2034,2202,34,78,14855.52,20250119
2035,866,37,38,575.2,20240811
2036,1643,23,28,69867.0,20260224
2037,1309,7,41,18058.95,20241012
2038,923,32,60,8498.78,20250205
2039,643,12,52,12565.94,20250405
2040,1901,7,50,1046.72,20241208
2041,1681,1,4,13235.53,20250304
2042,2540,6,77,49145.04,20250916
2043,1332,11,73,115179.24,20240124
2044,94,25,71,3453.38,20250114
2045,1876,16,23,13088.14,20240614
2046,1322,6,9,4691.99,20240723
2047,1881,7,78,3898.1,20250417
2048,725,33,15,148662.73,20260326
2049,1003,5,1,128923.81,20240612
2050,2129,25,10,82160.81,20250220
2051,2201,11,78,19172.71,20260103
2052,1970,4,38,3602.34,20250325
2053,164,33,57,127680.01,20260112
2054,598,38,15,15854.76,20240416
2055,1392,15,32,32484.84,20251103
2056,1352,5,59,1129.42,20240409
2057,1065,29,43,11535.03,20260214
2058,1128,9,19,110943.02,20250804
2059,1520,19,40,6124.39,20240814
2060,1947,19,20,47572.99,20241108
2061,1574,21,30,817.98,20241026
2062,1241,22,2,12912.87,20250820
2063,2117,40,22,67341.03,20250604
2064,2053,24,49,13055.1,20250824
2065,1975,25,49,10077.27,20250621
2066,1403,26,27,80580.63,20240307
2067,2986,13,46,835.43,20250915
2068,50,34,30,7430.5,20251015
2069,1633,22,65,32267.02,20240203
2070,2203,4,58,25360.52,20250701
2071,1049,12,32,87983.34,20240907
2072,727,32,78,3479.22,20250412
2073,779,5,17,66685.1,20240403
2074,933,34,75,6403.84,20240731
2075,210,5,26,2374.93,20250703
2076,1950,36,70,670.39,20240326
2077,1229,38,56,4692.38,20250513
2078,2633,38,79,3627.91,20250329
2079,1668,32,23,148990.9,20240914
2080,1163,20,34,8102.1,20250610
2081,2777,20,57,1320.21,20241008
2082,1998,2,66,4888.42,20240705
2083,269,20,13,2529.36,20240702
2084,2207,13,14,64516.12,20251204
2085,1251,34,61,1144.76,20250528
2086,862,10,42,13852.55,20250916
2087,704,40,21,19392.8,20250209
2088,2677,27,35,114848.13,20250430
2089,1244,20,43,4670.93,20250428
2090,1843,37,51,16670.01,20241118
2091,227,23,18,610.61,20250217
2092,2885,12,33,119716.32,20240120
2093,1319,25,42,12655.72,20240125
2094,881,29,36,46997.92,20240723
2095,1334,38,61,1951.32,20240613
2096,2818,32,32,93966.13,20250203
2097,1537,17,8,118444.57,20250823
2098,1795,8,61,4864.65,20250113
2099,1330,27,20,4416.16,20240316
2100,820,29,32,12001.26,20250810
2101,2707,21,68,69155.25,20260220
2102,279,21,47,10653.98,20240523
2103,755,15,59,117145.52,20240807
2104,2884,24,78,1731.76,20251124
2105,1683,32,7,2963.78,20251019
2106,1530,26,56,1675.58,20250608
2107,1340,32,37,115214.8,20260328
2108,310,36,15,63387.83,20240309
2109,360,30,79,875.3,20250609
2110,2802,18,60,61393.05,20260224
2111,624,5,24,135616.25,20260126
2112,2837,28,3,64175.26,20250624
2113,2555,2,2,94715.92,20240107
2114,1061,38,42,1679.68,20240603
2115,821,37,46,2342.99,20251112
2116,608,36,24,39838.62,20260302
2117,162,35,45,1011.38,20250908
2118,943,13,39,29559.58,20241118
2119,955,14,46,36821.27,20241004
2120,505,25,4,2922.37,20250326
2121,855,29,57,132779.26,20260127
2122,1559,8,12,45822.91,20260228
2123,2968,11,27,43002.75,20250815
2124,2478,21,54,4709.41,20260128
2125,2077,17,66,20774.56,20240402
2126,30,27,52,4729.99,20240117
2127,268,20,30,7416.28,20241113
2128,1931,8,36,53782.45,20250203
2129,727,9,67,6398.97,20240911
2130,160,10,27,3234.3,20250426
2131,646,12,67,6203.86,20250228
2132,744,8,21,14968.35,20251115
2133,1654,17,80,7965.78,20241109
2134,1359,14,61,4388.9,20240127
2135,1670,15,49,88459.15,20240527
2136,648,16,45,113927.95,20240622
2137,461,30,54,551.41,20240308
2138,2609,18,61,2258.04,20250909
2139,526,35,47,4507.79,20240920
2140,1958,37,26,106896.15,20240408
2141,585,21,11,1174.62,20240512
2142,2520,22,29,14486.73,20241016
2143,1234,30,76,44001.48,20251106
2144,540,24,19,10579.63,20240930
2145,1578,13,24,14860.0,20240205
2146,975,26,42,18011.58,20240204
2147,1409,27,74,69078.32,20250510
2148,1857,35,57,78773.53,20240807
2149,2108,22,24,3750.31,20251102
2150,2249,7,44,64327.79,20250514
2151,1497,2,70,5625.84,20260311
2152,456,32,38,563.46,20250413
2153,1854,6,65,4379.2,20241110
2154,799,34,29,34816.86,20250607
2155,1450,10,73,3781.48,20260201
2156,2184,15,68,10738.38,20260330
2157,2787,37,80,33085.41,20240412
2158,2934,38,79,4231.87,20260208
2159,201,26,38,17236.76,20241012
2160,1952,9,39,13613.39,20250307
2161,2277,14,79,9909.59,20251226
2162,1681,2,62,144705.85,20240301
2163,1603,27,51,62344.47,20240905
2164,289,4,36,4270.74,20241224
2165,2974,10,27,4473.93,20240506
2166,1342,6,16,38513.1,20241009
2167,2575,15,57,6567.63,20240415
2168,2499,5,44,66668.03,20250708
2169,1563,17,15,113989.06,20240211
2170,2908,32,38,75368.37,20240621
2171,2998,39,47,2661.91,20240331
2172,2026,28,54,4359.87,20251111
2173,1148,18,33,9932.84,20260227
2174,1030,6,2,5603.62,20251113
2175,995,15,76,14405.36,20250512
2176,2903,39,73,13479.76,20240416
2177,1568,17,14,9492.79,20251114
2178,404,8,31,16845.01,20251020
2179,2474,26,6,2942.6,20251227
2180,1888,34,5,13118.23,20250326
2181,1769,2,28,125710.89,20251005
2182,1348,22,53,43495.9,20251007
2183,1469,23,46,11206.8,20240916
2184,196,17,21,1455.5,20260313
2185,2656,26,45,92602.11,20250714
2186,1368,35,30,68353.99,20240401
2187,2958,27,52,99613.29,20240413
2188,763,13,34,74994.17,20251016
2189,1481,11,42,5908.31,20250324
2190,1272,36,38,2560.73,20250818
2191,2534,13,12,45369.08,20250211
2192,1658,10,44,58374.92,20251110
2193,1578,33,38,1833.62,20240516
2194,1327,29,6,94113.88,20240325
2195,1122,35,29,2785.14,20251114
2196,1804,14,19,1302.22,20240819
2197,2508,29,54,36318.38,20240122
2198,788,34,75,46341.96,20250804
2199,1072,24,34,101543.16,20250131
2200,1312,5,18,7719.46,20240828
2201,1012,38,17,103333.42,20251220
2202,2079,35,41,19629.71,20260314
2203,934,36,29,16241.44,20250910
2204,1886,32,76,54987.35,20240224
2205,91,36,8,1760.83,20240624
2206,606,6,46,9794.22,20251224
2207,2334,7,4,76605.07,20241009
2208,547,14,58,83805.28,20251222
2209,1248,37,66,45379.68,20251121
2210,2791,1,79,3312.54,20250706
2211,2407,11,10,10969.59,20250101
2212,2992,12,25,28271.74,20250227
2213,735,2,64,4900.93,20260303
2214,1653,25,53,1725.77,20240406
2215,1407,15,40,10749.81,20240521
2216,1033,12,34,3959.51,20250316
2217,2652,22,58,46078.95,20241225
2218,2483,18,72,10715.41,20240121
2219,691,19,68,10557.94,20240407
2220,1255,20,73,1554.66,20250128
2221,707,21,80,68728.68,20240312
2222,1415,22,20,3545.01,20240811
2223,1806,12,65,68641.88,20240630
2224,125,35,16,16380.05,20250331
2225,1430,38,67,75127.44,20240420
2226,792,40,44,72517.3,20250524
2227,1593,8,71,140718.84,20250715
2228,580,28,63,30375.8,20250109
2229,1468,29,62,64554.05,20240212
2230,373,21,68,2426.22,20250616
2231,2137,35,26,94761.28,20250628
2232,812,32,55,5484.43,20250403
2233,2009,33,14,76568.05,20240325
2234,1593,19,8,67789.11,20250916
2235,366,38,74,16709.52,20240711
2236,197,4,39,949.46,20241117
2237,215,28,66,3635.35,20250704
2238,1519,3,28,17059.81,20250604
2239,908,5,27,9416.06,20240709
2240,2511,40,49,3894.32,20251017
2241,1190,1,31,137041.69,20240429
2242,936,26,6,14781.63,20250203
2243,2547,28,74,3262.55,20240909
2244,1117,1,54,20365.72,20251031
2245,2000,5,2,7854.07,20240713
2246,1840,6,29,25433.92,20260224
2247,651,32,9,52819.78,20240428
2248,1051,26,37,45270.48,20240620
2249,1072,9,16,1503.55,20250806
2250,355,32,26,126974.07,20240725
2251,1921,8,30,2639.31,20240206
2252,343,5,31,100138.27,20240707
2253,585,3,65,12498.76,20250324
2254,1303,14,2,62641.19,20260112
2255,719,13,8,7156.28,20240913
2256,2071,16,24,69404.46,20241025
2257,1798,17,57,30191.65,20260108
2258,2165,18,21,68256.67,20250908
2259,233,19,9,11168.91,20241121
2260,2534,21,48,10601.92,20240118
2261,2803,21,49,18074.89,20240416
2262,2323,22,29,67962.69,20250131
2263,82,31,74,68073.01,20240316
2264,1585,16,63,4954.56,20250922
2265,1864,10,59,52505.5,20251013
2266,592,26,23,4409.28,20240817
2267,1508,28,39,14987.97,20240613
2268,2911,15,52,1329.82,20250224
2269,853,27,54,4216.66,20241227
2270,1592,22,42,115348.41,20250330
2271,844,31,25,37304.91,20250626
2272,2701,24,60,45298.25,20260116
2273,1673,20,28,69682.9,20260322
2274,2224,20,80,38373.09,20240421
2275,1384,11,50,1492.27,20240810
2276,98,25,73,8919.78,20250329
2277,2788,10,52,25499.0,20260202
2278,618,30,32,121641.66,20240721
2279,1296,40,68,3836.84,20250513
2280,268,40,2,81466.54,20260316
2281,1284,23,26,5641.12,20240402
2282,271,21,75,19180.15,20241110
2283,718,3,13,81761.35,20251221
2284,669,35,80,16985.93,20240604
2285,2576,18,32,3586.47,20250719
2286,1823,6,6,3352.96,20240530
2287,1554,2,76,4413.14,20250429
2288,2343,8,3,4661.62,20250821
2289,1409,6,48,14252.46,20250803
2290,1230,10,15,18292.66,20251001
2291,1198,6,46,77118.13,20241124
2292,66,38,54,147864.22,20250521
2293,787,34,4,32391.2,20240915
2294,214,20,34,5459.95,20240619
2295,166,15,59,149500.01,20241211
2296,536,40,2,29968.91,20240202
2297,818,25,50,22497.58,20250124
2298,2855,24,66,83739.31,20241003
2299,543,17,71,8440.3,20241216
2300,342,6,41,41662.28,20240930
2301,527,7,32,13541.47,20240124
2302,631,16,12,18283.04,20240307
2303,1398,40,10,5723.39,20240114
2304,2585,7,79,11863.72,20250416
2305,818,6,24,375.22,20240522
2306,16,15,27,58869.08,20240403
2307,1313,13,61,11037.71,20250131
2308,2480,31,37,58117.82,20250522
2309,1813,29,1,17367.66,20240303
2310,1079,30,70,18188.82,20240721
2311,508,5,25,146454.08,20251217
2312,933,32,76,68646.22,20260213
2313,2624,33,55,9421.76,20250602
2314,987,17,37,127180.91,20260123
2315,2024,4,80,9849.0,20240305
2316,2934,6,41,2059.06,20260221
2317,2860,5,73,15542.03,20250105
2318,1847,31,48,114529.36,20241122
2319,1284,13,30,5203.46,20250515
2320,1446,30,42,3825.78,20251208
2321,1853,1,50,80271.1,20250420
2322,1298,10,52,19017.87,20240522
2323,2711,10,76,168.36,20260321
2324,1603,18,44,21274.53,20240117
2325,649,36,36,6626.05,20250205
2326,2965,28,21,1030.74,20250913
2327,1448,5,42,14567.4,20240302
2328,964,32,28,3078.31,20240524
2329,2587,9,40,10064.88,20241111
2330,2454,10,37,75769.67,20240504
2331,525,31,9,11146.59,20251206
2332,1009,12,42,7259.09,20250303
2333,2597,31,36,4559.72,20241116
2334,1357,9,42,30556.8,20260323
2335,2901,16,32,146247.64,20240822
2336,1284,7,50,8886.17,20240120
2337,2168,39,35,12660.34,20240324
2338,792,18,19,38711.37,20260307
2339,1941,19,1,4254.09,20240301
2340,1977,18,41,43384.08,20250927
2341,2197,21,25,14793.98,20250911
2342,249,13,68,98660.58,20241029
2343,1541,1,39,4954.39,20260320
2344,104,24,54,46551.2,20241030
2345,605,25,72,32647.37,20260305
2346,1287,26,36,49538.38,20260215
2347,2485,11,76,55873.43,20251224
2348,508,28,42,1681.74,20240118
2349,1292,25,71,40782.61,20240525
2350,1327,21,79,9804.46,20251023
2351,2317,3,66,77590.9,20241127
2352,541,5,18,11118.87,20251231
2353,2924,33,47,2493.94,20240616
2354,1408,32,52,7094.08,20250226
2355,2629,10,71,404.54,20250302
2356,652,36,34,66077.31,20250404
2357,2800,4,29,1272.4,20251022
2358,953,9,65,307.73,20240812
2359,2599,2,66,39431.08,20260213
2360,2928,36,9,7891.18,20251116
2361,856,1,63,24814.8,20240206
2362,2383,33,22,42576.4,20240323
2363,31,40,37,47661.18,20250703
2364,1591,4,26,67195.26,20250607
2365,1340,26,16,53316.17,20240719
2366,2472,33,52,7323.1,20250401
2367,1588,14,26,44028.16,20240212
2368,2826,38,39,115641.33,20241101
2369,2565,9,33,2372.52,20251025
2370,51,10,24,86442.92,20241113
2371,1592,30,51,3888.94,20260107
2372,1967,19,32,118001.62,20250518
2373,128,1,36,51227.77,20240101
2374,2985,11,13,37110.14,20250125
2375,782,24,10,6152.7,20251023
2376,1219,8,39,50680.96,20240123
2377,839,17,4,5623.15,20260330
2378,353,30,75,955.45,20240425
2379,2879,5,20,25485.09,20240124
2380,1546,20,64,28470.51,20251125
2381,717,37,6,16693.8,20250226
2382,2908,22,62,76957.17,20241014
2383,2750,23,25,65145.58,20240125
2384,2664,24,73,3479.41,20240102
2385,2002,4,37,11399.42,20251220
2386,1869,35,21,533.24,20250111
2387,2975,10,42,3327.15,20250115
2388,1646,23,38,8436.53,20250817
2389,2026,27,47,16377.44,20260208
2390,564,23,60,2185.69,20240916
2391,673,22,65,117981.43,20251127
2392,2592,11,74,12176.45,20250707
2393,844,26,11,4888.44,20260322
2394,2229,34,14,17674.1,20250528
2395,2723,15,43,20525.26,20250717
2396,1530,26,67,2636.9,20260119
2397,1672,7,29,48479.28,20241225
2398,772,33,14,40241.15,20251211
2399,2847,16,52,3020.98,20240314
2400,2615,40,25,66892.4,20250708
2401,496,1,10,1227.08,20241029
2402,1729,26,2,24007.54,20240501
2403,1536,3,55,59028.01,20250201
2404,2602,3,63,96659.8,20250504
2405,128,5,61,60499.39,20241225
2406,402,38,80,11540.85,20260227
2407,2009,25,5,19007.89,20251202
2408,1946,8,12,11626.69,20240329
2409,2586,30,49,23404.21,20260102
2410,141,36,58,4379.3,20250425
2411,43,38,4,99783.24,20240407
2412,743,37,50,7222.02,20250529
2413,1038,34,63,3303.14,20240219
2414,667,14,77,72669.63,20241027
2415,635,5,26,6974.24,20251204
2416,1587,12,49,2482.61,20240106
2417,1393,38,64,36970.92,20240816
2418,476,18,18,3597.76,20251218
2419,2306,19,64,3727.75,20250911
2420,85,24,70,3992.25,20250316
2421,1143,28,9,8663.18,20240204
2422,1465,33,32,11543.22,20251111
2423,354,13,58,692.95,20240614
2424,1958,24,24,1929.25,20240926
2425,163,25,19,8558.49,20250727
2426,1601,26,8,14991.11,20251219
2427,2149,38,68,12033.22,20240425
2428,1309,31,28,37097.95,20240520
2429,1961,29,23,54802.73,20250504
2430,2218,5,19,8742.46,20251004
2431,279,5,73,4303.44,20240528
2432,1694,24,29,23530.09,20260210
2433,1769,33,42,72830.89,20260209
2434,2976,26,58,23596.48,20251118
2435,522,33,53,128728.42,20240818
2436,1179,5,56,23100.55,20250617
2437,2301,37,19,24018.82,20240308
2438,1151,22,39,44973.01,20250206
2439,1925,25,76,3065.95,20241111
2440,2455,37,18,74259.05,20250911
2441,2006,35,67,1751.67,20251209
2442,2577,2,35,102077.56,20240914
2443,1283,21,31,9322.07,20240821
2444,786,34,53,44864.65,20241109
2445,2744,40,18,32405.31,20250310
2446,1481,36,42,3659.52,20251203
2447,2131,7,38,123743.98,20250818
2448,2595,12,64,1108.1,20260319
2449,2938,9,73,1303.61,20250510
2450,1044,17,16,89863.12,20240529
2451,14,11,33,12383.6,20250206
2452,2391,33,73,7366.65,20250717
2453,1752,32,77,4384.21,20240222
2454,1283,14,24,9789.18,20250131
2455,224,15,9,1870.54,20260331
2456,1100,16,13,13787.93,20250702
2457,2321,17,15,4495.41,20251107
2458,1136,18,31,14675.71,20260106
2459,2338,36,46,1180.14,20250910
2460,2393,15,22,843.34,20250720
2461,72,6,74,3843.98,20250923
2462,1992,22,32,147227.42,20241003
2463,2497,23,23,4808.98,20250415
2464,979,28,75,1469.41,20240104
2465,875,25,11,130446.64,20250401
2466,616,25,79,14392.29,20250329
2467,1113,27,63,1322.37,20260222
2468,1403,32,65,15896.96,20250620
2469,2485,29,19,70427.09,20250328
2470,2799,26,27,50071.52,20251216
2471,1123,31,38,60847.53,20250218
2472,100,37,32,1959.28,20250425
2473,90,23,47,38918.44,20260330
2474,2967,28,12,1286.92,20250322
2475,1103,17,62,5471.05,20240822
2476,2642,34,26,17640.62,20250822
2477,197,6,21,117520.22,20250108
2478,206,38,68,51158.75,20250720
2479,581,18,24,78903.11,20241027
2480,2133,40,12,2106.38,20240619
2481,721,1,61,26779.05,20251101
2482,71,13,78,17950.98,20240829
2483,1103,12,69,10053.66,20240413
2484,1512,10,69,3917.39,20250720
2485,1334,18,66,23423.49,20240109
2486,1614,6,7,8012.78,20240228
2487,991,24,74,863.96,20240515
2488,718,16,21,56026.22,20250410
2489,1546,9,37,118086.77,20240309
2490,2776,36,70,88756.1,20250516
2491,2652,23,78,135543.05,20250422
2492,1660,34,53,113386.26,20260206
2493,518,14,10,42736.44,20250526
2494,474,27,49,149312.9,20241101
2495,1289,2,28,5193.25,20240125
2496,603,38,18,15613.91,20260207
2497,68,29,33,34727.06,20240525
2498,1906,14,60,6589.35,20251230
2499,1006,7,38,2137.42,20240222
2500,1584,28,10,360.28,20250421
2501,2260,31,9,58213.63,20250608
2502,2076,22,13,6963.32,20241113
2503,1105,23,66,15014.59,20250729
2504,99,22,79,101987.69,20250115
2505,1168,34,75,65100.35,20241130
2506,1997,33,5,4429.31,20260215
2507,2073,27,20,59649.83,20250802
2508,1802,18,19,5622.13,20260101
2509,382,18,51,15361.12,20240720
2510,50,13,54,305.27,20241106
2511,622,37,33,45176.35,20260329
2512,670,17,62,20073.71,20240308
2513,2756,6,59,21432.08,20240618
2514,1921,17,74,9635.18,20250116
2515,1355,21,68,46094.4,20260129
2516,2416,18,77,13521.16,20260103
2517,1778,22,66,1208.37,20240123
2518,1658,38,76,42415.58,20260111
2519,437,36,29,65125.53,20240920
2520,1902,7,70,4415.66,20240911
2521,1638,22,39,6081.9,20260130
2522,1971,5,41,23187.06,20250930
2523,631,2,43,7098.73,20250318
2524,1993,32,51,679.31,20240829
2525,964,5,79,4673.56,20250316
2526,1340,6,13,30208.35,20250904
2527,35,7,55,11173.27,20260125
2528,2857,4,1,13552.14,20260323
2529,1194,24,46,970.11,20240516
2530,1269,3,75,31377.62,20240618
2531,1,13,22,79113.85,20250921
2532,441,12,38,127144.82,20250517
2533,2510,13,9,128790.48,20240314
2534,645,33,13,98801.81,20240923
2535,1163,15,44,9490.77,20251206
2536,1470,20,38,57118.16,20250408
2537,1267,14,31,74336.05,20240828
2538,151,18,76,39333.72,20240607
2539,517,19,10,823.63,20250404
2540,1311,31,56,11785.13,20251205
2541,2738,36,76,2891.06,20251021
2542,1939,24,21,75307.71,20240802
2543,201,23,33,44893.52,20240308
2544,1899,26,42,3611.87,20250524
2545,2898,21,73,37277.42,20241130
2546,673,27,12,5557.9,20260313
2547,607,27,18,13257.29,20241208
2548,1139,12,54,2612.64,20250522
2549,1478,40,48,92732.33,20251008
2550,2053,30,19,1038.32,20250509
2551,2069,31,51,10524.98,20260124
2552,2508,32,6,19875.81,20250919
2553,2242,33,59,145338.53,20250828
2554,1669,5,61,34853.79,20240119
2555,2343,35,41,18616.44,20250915
2556,1230,3,30,4846.54,20240928
2557,18,3,29,5455.77,20240928
2558,1762,38,10,51067.4,20240103
2559,1708,39,40,64695.66,20250713
2560,2377,40,71,106230.85,20250523
2561,1594,22,23,11915.45,20240828
2562,2807,22,32,3314.9,20240115
2563,2995,3,38,201.39,20240512
2564,836,24,13,74024.83,20250312
2565,2833,5,10,5332.89,20250709
2566,982,6,35,17527.81,20240104
2567,1383,7,69,13502.81,20250407
2568,2737,6,46,86401.35,20250507
2569,776,17,3,31493.01,20250201
2570,354,11,19,124568.79,20260323
2571,2191,11,45,3244.76,20251207
2572,1772,12,66,5762.53,20250202
2573,2544,38,9,47606.8,20240713
2574,2025,30,50,4189.1,20260310
2575,172,15,25,77460.76,20240722
2576,2723,22,54,68941.78,20240118
2577,350,17,13,116380.46,20250419
2578,478,31,64,87666.84,20260223
2579,1396,19,5,79710.18,20260113
2580,1744,20,14,30278.47,20250703
2581,561,25,20,14146.68,20251111
2582,305,24,10,41453.0,20250225
2583,1667,23,37,5317.39,20241103
2584,563,39,77,22988.36,20240405
2585,1083,21,16,7569.38,20240407
2586,323,26,36,48230.85,20250819
2587,2218,6,71,68110.04,20250717
2588,1218,20,13,133139.05,20250713
2589,1278,27,12,117799.25,20240211
2590,561,30,76,4766.67,20240223
2591,175,24,52,13712.61,20250503
2592,2421,16,11,623.77,20240611
2593,2331,7,3,3357.32,20251026
2594,519,34,66,1170.25,20251226
2595,2792,18,74,4949.27,20240106
2596,244,40,50,41948.96,20240831
2597,1411,37,76,66876.9,20241026
2598,1104,38,16,18259.55,20241021
2599,2039,39,15,5472.49,20250911
2600,1037,37,24,96795.86,20260203
2601,1020,1,6,2839.56,20251118
2602,191,26,18,4990.91,20260201
2603,2354,3,27,55951.38,20240425
2604,1694,4,27,4166.86,20240115
2605,2655,24,42,38769.88,20260111
2606,2787,6,26,7885.13,20250615
2607,771,16,63,4532.24,20241227
2608,201,8,56,14288.0,20250323
2609,245,34,38,40618.66,20260311
2610,577,10,23,73742.57,20241021
2611,2170,11,59,15496.54,20250429
2612,1841,12,36,6412.32,20240817
2613,658,29,18,4821.19,20241003
2614,1991,36,66,11934.11,20251022
2615,1519,7,35,2641.58,20260108
2616,1654,16,73,16089.5,20260203
2617,1033,36,79,5203.9,20241016
2618,750,34,1,123869.3,20250626
2619,2825,27,73,19193.12,20241201
2620,768,20,40,1020.45,20240717
2621,2402,21,52,5397.77,20241005
2622,394,40,26,93478.04,20241231
2623,1462,16,69,1691.1,20241210
2624,2304,24,10,7904.11,20250317
2625,948,3,27,11520.6,20240520
2626,298,26,71,73606.78,20260126
2627,879,27,13,113396.03,20240814
2628,1676,28,36,31518.33,20250824
2629,383,16,79,17851.13,20240802
2630,2451,16,6,558.2,20240913
2631,685,1,63,3476.08,20250708
2632,410,32,75,123443.9,20241204
2633,1,23,46,4631.57,20241011
2634,111,37,3,92317.29,20240617
2635,960,12,26,23912.81,20240609
2636,1888,36,58,45693.81,20241029
2637,483,14,47,3131.37,20240202
2638,631,11,61,67605.98,20250318
2639,144,27,14,1106.72,20250118
2640,300,40,14,62331.32,20240804
2641,1091,36,68,4970.51,20240619
2642,1352,11,77,18030.01,20250822
2643,1840,40,57,3336.53,20240808
2644,878,2,26,38571.89,20250912
2645,2194,6,75,58419.45,20260302
2646,221,6,69,4003.35,20240509
2647,2661,9,7,2844.32,20250208
2648,518,8,7,4005.96,20240825
2649,304,9,71,13016.24,20250710
2650,384,10,43,30433.4,20250704
2651,181,14,18,15213.5,20240701
2652,2122,12,57,3524.0,20240401
2653,2240,13,42,36659.18,20251011
2654,1384,14,2,41402.5,20241009
2655,100,2,11,11854.26,20251208
2656,2610,6,25,20625.95,20260130
2657,1799,35,48,4770.13,20240410
2658,2478,18,20,12024.52,20260205
2659,472,33,38,6600.46,20251119
2660,2236,39,74,4651.26,20240328
2661,2140,5,20,2436.21,20250517
2662,2054,3,41,66826.78,20241022
2663,1781,3,77,7564.24,20250603
2664,1007,22,12,1039.14,20240924
2665,2172,25,49,3647.11,20241008
2666,612,33,30,35982.5,20250226
2667,1500,11,74,44978.39,20240220
2668,2926,28,61,11214.4,20250719
2669,1681,40,72,6694.25,20240903
2670,70,34,24,100351.84,20260316
2671,193,26,33,416.12,20241001
2672,2168,17,34,2923.16,20250723
2673,2042,16,67,46060.83,20250430
2674,769,5,52,33356.59,20260221
2675,269,35,52,29825.04,20251120
2676,700,20,53,108127.4,20260113
2677,1720,9,48,16894.46,20240905
2678,1269,17,11,8902.34,20240416
2679,1195,25,21,133547.75,20250203
2680,1191,3,24,18949.76,20250117
2681,2768,35,24,122525.67,20260108
2682,96,31,49,3683.41,20260116
2683,1191,34,65,35839.37,20241013
2684,447,36,65,11808.52,20260118
2685,1359,9,60,3979.87,20241009
2686,2760,3,38,128127.94,20240304
2687,979,7,28,14903.76,20241025
2688,796,17,76,146065.15,20241229
2689,1617,10,14,106134.15,20240505
2690,1863,8,70,12093.12,20250906
2691,988,13,64,9490.39,20240722
2692,1324,3,53,37511.91,20251021
2693,2507,32,42,87079.94,20240326
2694,1668,34,2,2334.31,20250527
2695,109,2,76,109469.8,20240801
2696,459,39,68,7024.48,20250228
2697,1368,32,34,30081.91,20250121
2698,491,27,1,12522.57,20250902
2699,1507,23,18,108415.7,20250205
2700,291,34,74,2067.53,20250910
2701,926,21,68,2523.99,20241026
2702,2403,22,53,1780.46,20240128
2703,646,39,78,17795.05,20260110
2704,1849,24,44,3070.35,20240902
2705,150,19,17,1996.52,20240918
2706,176,2,44,10954.05,20260204
2707,1756,3,67,2512.64,20250208
2708,1748,2,6,2772.0,20240511
2709,2131,24,50,70612.18,20240226
2710,112,30,10,134990.15,20240331
2711,410,14,33,112896.8,20240805
2712,2086,28,74,5981.13,20250316
2713,1739,10,80,9965.03,20250511
