id_transacao,id_contrato,id_cliente,id_agencia,id_produto,transacao_tipo,transacao_valor,data_key
4618,6026,807,11,29,Débito,8.2,20240610
4619,8740,504,74,20,Débito,40.57,20250723
4620,4229,2857,19,29,Pagamento,5.0,20240505
4621,255,1520,74,5,Crédito,44.27,20241220
4622,14896,333,32,26,Crédito,14.43,20240926
4623,11850,2426,13,10,Pagamento,10.08,20240211
4624,8079,2524,56,15,Crédito,7.66,20240203
4625,11277,1113,25,36,Crédito,36.05,20241231
4626,410,950,24,12,Débito,10.53,20240428
4627,3729,1783,26,9,Débito,5.0,20241104
4628,7443,42,1,3,Crédito,5.0,20250623
4629,12406,2421,21,5,Pagamento,9.38,20250304
4630,1255,1279,3,11,Pagamento,11.76,20250807
4631,5679,1275,12,29,Pix,33.88,20260318
4632,11897,720,27,17,Pagamento,5.0,20250406
4633,10603,620,69,13,Pagamento,13.18,20250305
4634,7201,1163,62,8,Débito,35.66,20241114
4635,10626,1018,57,26,Transferência,21.42,20240919
4636,3292,2712,7,19,Transferência,23.2,20250428
4637,5248,305,45,40,Transferência,5.0,20240801
4638,10628,2365,63,20,Pagamento,5.0,20250501
4639,12445,2196,15,1,Pagamento,57.16,20250621
4640,110,1812,75,12,Débito,7.26,20250909
4641,2700,291,74,34,Transferência,20.18,20251219
4642,13828,1792,76,28,Pagamento,11.6,20260129
4643,220,1683,57,16,Crédito,5.0,20240623
4644,10073,802,65,15,Pix,11.7,20250527
4645,7149,2092,42,29,Pagamento,5.0,20251230
4646,8253,2044,75,15,Débito,24.46,20250606
4647,11155,2190,60,35,Pagamento,14.78,20250403
4648,12285,119,76,5,Crédito,9.38,20250622
4649,11116,951,14,36,Transferência,56.85,20260130
4650,13551,2170,33,21,Crédito,28.26,20240919
4651,10375,2406,9,19,Transferência,9.53,20240224
4652,13317,2845,12,37,Transferência,18.1,20240523
4653,5835,1748,39,31,Pix,10.2,20251104
4654,13291,1091,41,11,Crédito,5.0,20240901
4655,7169,2372,30,27,Pagamento,5.0,20250523
4656,13657,2742,45,38,Pix,11.95,20251006
4657,3410,1059,35,20,Transferência,19.05,20241106
4658,13124,1235,3,4,Débito,35.31,20240920
4659,5592,2903,37,37,Débito,5.74,20241022
4660,3780,2717,15,20,Pix,38.26,20250513
4661,5766,536,64,32,Pix,5.0,20240907
4662,8972,7,78,12,Pix,5.61,20250810
4663,13128,2783,28,31,Transferência,5.0,20240812
4664,10026,1062,12,32,Pix,10.91,20240525
4665,13632,2025,62,39,Transferência,23.58,20250508
4666,7604,851,31,8,Débito,5.29,20250918
4667,614,224,21,14,Transferência,13.62,20250711
4668,7047,1959,68,30,Pix,34.31,20250201
4669,13002,933,17,21,Pix,32.75,20240330
4670,3693,2873,80,13,Pix,21.86,20260103
4671,6265,2990,5,22,Crédito,5.0,20250521
4672,5264,2909,26,5,Pix,5.0,20250906
4673,8909,2102,43,40,Crédito,12.93,20240402
4674,5837,732,3,4,Pix,11.43,20240901
4675,7975,2206,72,15,Crédito,39.39,20240305
4676,11389,1208,22,36,Pagamento,22.02,20250713
4677,11922,2885,78,26,Débito,5.0,20250417
4678,11962,1622,22,39,Crédito,8.92,20240805
4679,7542,958,66,35,Pix,10.44,20260314
4680,6966,64,46,15,Débito,5.0,20260129
4681,12823,2971,21,2,Transferência,18.47,20260310
4682,787,816,67,7,Crédito,14.81,20240811
4683,10372,1693,5,35,Crédito,6.44,20240915
4684,10289,698,75,16,Pagamento,11.55,20240922
4685,9255,475,50,40,Transferência,12.77,20241217
4686,3758,1723,74,31,Transferência,5.0,20241028
4687,14536,2839,45,19,Pagamento,14.95,20240401
4688,4366,897,9,6,Pagamento,21.19,20250619
4689,14870,604,72,30,Pagamento,7.15,20250624
4690,14034,80,4,34,Pix,5.0,20250919
4691,1469,476,41,9,Transferência,27.79,20240506
4692,521,2840,33,1,Débito,10.65,20250830
4693,11197,293,50,37,Débito,5.0,20240611
4694,7642,864,46,2,Transferência,5.0,20241019
4695,10340,1028,64,32,Transferência,6.72,20240921
4696,3352,342,70,8,Débito,10.21,20240722
4697,2302,631,12,16,Pix,12.92,20240610
4698,12229,2228,54,4,Débito,39.82,20250117
4699,5415,1199,72,24,Pagamento,7.67,20250704
4700,11674,1778,2,18,Pagamento,11.89,20251031
4701,6906,1241,16,5,Crédito,5.88,20251107
4702,5921,2824,13,24,Débito,11.31,20251026
4703,13252,1162,16,12,Pix,10.61,20250504
4704,12836,1225,53,30,Pagamento,5.27,20240414
4705,14235,2110,35,35,Crédito,5.0,20251108
4706,9037,873,23,27,Crédito,8.85,20260306
4707,10163,1731,36,3,Crédito,16.08,20250702
4708,1053,2212,39,35,Crédito,9.18,20240729
4709,5452,436,24,12,Crédito,8.81,20250606
4710,7458,1419,9,18,Transferência,13.74,20241111
4711,4865,2093,29,25,Transferência,16.2,20240217
4712,14806,2611,40,34,Pagamento,12.73,20250918
4713,12038,1348,29,15,Transferência,57.55,20250330
4714,4283,273,35,35,Pix,5.0,20240203
4715,3753,1262,72,30,Pix,9.12,20240707
4716,12217,1867,41,27,Transferência,24.0,20241209
4717,7072,703,57,28,Transferência,16.22,20251106
4718,7115,343,64,2,Crédito,6.46,20241016
4719,5891,2054,11,33,Débito,14.19,20250403
4720,8563,147,10,3,Crédito,12.71,20240327
4721,5545,2047,14,13,Transferência,5.0,20241104
4722,12634,1239,16,7,Débito,29.21,20251210
4723,11011,1515,23,6,Débito,10.88,20241127
4724,2216,1033,34,12,Débito,7.97,20250722
4725,5455,1768,9,15,Pagamento,6.91,20260221
4726,10685,1103,57,37,Pagamento,5.0,20260308
4727,195,1657,38,27,Crédito,5.0,20240219
4728,7505,2277,56,11,Crédito,12.28,20251126
4729,10983,1394,66,31,Transferência,37.85,20260122
4730,9093,1412,3,37,Crédito,12.43,20240511
4731,14207,821,44,25,Pagamento,8.54,20240323
4732,5343,1056,11,23,Débito,28.43,20250302
4733,9800,2842,17,20,Crédito,81.11,20240119
4734,3820,276,30,20,Transferência,48.29,20250902
4735,308,411,13,31,Transferência,31.17,20241205
4736,3909,984,59,26,Transferência,45.11,20241011
4737,9852,2846,29,8,Pagamento,17.11,20240426
4738,9640,174,34,40,Pagamento,19.37,20250221
4739,4088,1792,32,31,Pix,6.97,20250728
4740,5159,1317,40,29,Transferência,9.86,20260121
4741,7341,1263,55,28,Pix,8.35,20251022
4742,11035,126,44,35,Pagamento,18.59,20240203
4743,6283,271,7,25,Pagamento,13.8,20240912
4744,7733,471,9,12,Pix,5.99,20251128
4745,8556,346,52,36,Pagamento,22.51,20241218
4746,7236,789,63,36,Pix,6.53,20241026
4747,9250,2708,7,10,Débito,5.86,20240812
4748,11971,65,10,5,Pix,9.69,20241017
4749,10357,752,73,37,Pagamento,8.32,20251221
4750,13542,2072,46,6,Transferência,5.0,20250629
4751,7077,2886,14,30,Débito,16.27,20251027
4752,504,1151,61,24,Transferência,17.81,20250112
4753,12648,2026,50,22,Débito,19.53,20240308
4754,12506,681,58,3,Transferência,14.78,20240424
4755,9770,1979,40,10,Transferência,17.59,20240207
4756,9675,191,70,5,Débito,12.38,20251028
4757,8600,1497,2,31,Pix,5.89,20241103
4758,12498,347,11,2,Pagamento,12.81,20250908
4759,14051,1945,20,11,Débito,5.0,20250429
4760,183,26,19,23,Pagamento,32.88,20251102
4761,7625,1153,17,5,Débito,32.63,20251029
4762,12573,610,47,13,Pix,26.14,20250912
4763,8872,971,1,17,Crédito,25.56,20240322
4764,8594,1204,71,13,Transferência,10.06,20250705
4765,11012,1997,9,9,Débito,15.36,20250211
4766,9983,686,34,23,Crédito,52.66,20240308
4767,5407,840,22,12,Transferência,17.4,20250908
4768,3578,2747,26,32,Transferência,17.26,20241117
4769,1401,20,49,1,Pagamento,15.53,20241123
4770,9468,1922,76,5,Pix,43.04,20260222
4771,3678,1410,15,4,Débito,19.02,20240815
4772,2826,2276,37,7,Pix,12.89,20260321
4773,1336,1409,26,16,Transferência,49.05,20251110
4774,10975,182,64,11,Pix,5.0,20240726
4775,11244,1961,54,11,Pix,23.35,20240824
4776,2868,572,78,28,Débito,10.32,20260319
4777,8141,1994,78,21,Pagamento,9.42,20240309
4778,11559,651,9,39,Transferência,8.52,20250803
4779,10362,1456,77,14,Pix,10.86,20240720
4780,12585,165,51,11,Débito,8.99,20240326
4781,1196,1350,58,40,Crédito,5.13,20250709
4782,12110,2018,74,30,Pix,21.76,20250502
4783,7562,2877,11,33,Transferência,9.57,20251011
4784,8855,756,66,18,Pagamento,13.51,20250313
4785,1238,1873,14,8,Transferência,5.33,20260303
4786,5807,1465,25,7,Crédito,5.0,20241128
4787,1477,626,29,14,Transferência,33.63,20250520
4788,10371,287,56,16,Pagamento,19.96,20250826
4789,9599,333,13,39,Pix,22.26,20260116
4790,8052,1907,45,12,Pix,5.0,20250627
4791,13543,155,60,33,Crédito,10.0,20260301
4792,13998,2270,8,32,Pagamento,23.02,20240107
4793,14163,2334,22,33,Pagamento,10.65,20260318
4794,13639,2189,47,13,Crédito,5.0,20240403
4795,3760,2058,6,39,Pagamento,5.0,20241006
4796,6141,1551,22,26,Pix,9.38,20241202
4797,14534,1401,24,14,Pagamento,84.25,20240710
4798,8407,1283,30,7,Pagamento,9.34,20240712
4799,4313,2070,37,25,Débito,6.45,20250518
4800,7897,1503,47,25,Crédito,20.84,20251019
4801,10955,1873,13,35,Débito,5.0,20240818
4802,1565,529,73,5,Transferência,10.63,20240705
4803,9246,2615,26,7,Crédito,13.32,20250504
4804,43,1353,39,8,Pix,5.56,20240326
4805,1256,2427,39,16,Crédito,9.37,20251218
4806,1943,2217,10,13,Crédito,10.1,20260319
4807,2914,419,13,25,Pagamento,41.14,20241227
4808,674,2973,46,22,Transferência,8.56,20250531
4809,3042,357,46,2,Pagamento,16.71,20240724
4810,978,2500,14,32,Pagamento,6.35,20240323
4811,12670,2062,36,30,Débito,12.49,20240430
4812,14667,2827,25,4,Crédito,9.71,20240705
4813,7503,2777,9,17,Transferência,9.49,20260119
4814,11315,1507,45,18,Débito,15.79,20260203
4815,2636,1888,58,36,Transferência,11.74,20240105
4816,2932,2068,51,12,Débito,27.58,20250508
4817,4403,586,54,9,Pix,22.5,20251029
4818,5424,2338,36,25,Crédito,5.0,20240107
4819,5606,2069,63,1,Crédito,54.9,20241027
4820,110,1812,75,12,Débito,10.02,20240111
4821,239,1413,14,39,Pagamento,8.5,20250123
4822,6107,1733,18,27,Pagamento,5.0,20251014
4823,2223,1806,65,12,Crédito,18.97,20250310
4824,3025,2662,11,25,Transferência,10.45,20250201
4825,9397,2035,60,37,Pagamento,11.6,20250419
4826,1573,2190,45,13,Pix,36.81,20250729
4827,4145,9,47,25,Pix,5.0,20250124
4828,12318,1935,45,34,Crédito,24.7,20240810
4829,1315,2295,55,1,Transferência,6.01,20251031
4830,7484,936,25,3,Pagamento,10.27,20240227
4831,10763,147,48,3,Pagamento,10.1,20241020
4832,4617,2902,1,17,Pagamento,16.58,20250617
4833,14141,60,53,22,Pagamento,7.94,20250718
4834,2227,1593,71,8,Crédito,16.62,20260225
4835,2921,343,79,1,Débito,6.04,20251119
4836,5680,1573,73,14,Crédito,11.65,20250828
4837,11561,554,62,10,Transferência,5.0,20241013
4838,3344,2819,8,1,Débito,31.41,20250809
4839,91,1214,23,11,Pix,10.04,20250927
4840,10993,1628,37,33,Transferência,6.78,20250201
4841,10465,1260,10,39,Pagamento,5.35,20260228
4842,4079,535,23,39,Débito,18.72,20251120
4843,14206,2571,23,6,Crédito,5.0,20250627
4844,12061,1480,34,22,Crédito,8.81,20260116
4845,4121,2186,6,19,Débito,5.0,20250907
4846,13178,2693,56,18,Crédito,26.28,20251105
4847,6611,405,47,37,Débito,5.0,20250502
4848,5348,1921,19,8,Transferência,11.58,20250420
4849,13706,2975,59,26,Pix,14.04,20250113
4850,1642,1191,52,37,Débito,5.0,20260323
4851,210,2142,48,24,Crédito,12.55,20250630
4852,5407,840,22,12,Débito,24.19,20241212
4853,2948,463,46,16,Transferência,9.45,20241127
4854,7862,373,7,10,Transferência,33.9,20241007
4855,11662,40,46,31,Pagamento,13.59,20240911
4856,3335,1636,77,8,Pagamento,10.53,20250414
4857,5271,647,74,31,Débito,11.32,20260104
4858,7605,1680,79,5,Crédito,12.75,20260105
4859,9988,908,79,16,Pagamento,34.61,20250121
4860,6027,1878,46,6,Débito,5.0,20260325
4861,9947,1320,27,25,Pix,10.28,20250515
4862,14342,79,51,22,Débito,26.96,20250701
4863,11256,2185,34,9,Crédito,30.78,20240621
4864,14237,2261,3,39,Crédito,32.91,20250427
4865,13154,1670,54,37,Crédito,18.66,20240910
4866,7466,238,40,5,Crédito,16.04,20240311
4867,14475,148,52,25,Crédito,9.49,20250602
4868,13546,2126,14,28,Pagamento,11.54,20260317
4869,13547,330,41,27,Crédito,8.64,20251027
4870,7674,1216,31,34,Débito,5.0,20240313
4871,8735,2816,36,15,Pix,18.43,20250611
4872,974,455,38,17,Pix,5.0,20250928
4873,792,2830,20,39,Pagamento,5.0,20260117
4874,5109,2909,50,24,Crédito,5.0,20241007
4875,14618,2274,27,38,Pix,38.81,20240605
4876,5438,1974,67,38,Crédito,10.25,20250212
4877,8388,2450,77,21,Transferência,21.36,20240812
4878,12160,378,13,11,Débito,11.0,20240802
4879,777,2562,79,17,Pix,12.54,20241221
4880,3595,2172,16,35,Pagamento,30.95,20240620
4881,13258,2656,14,34,Transferência,8.09,20250507
4882,715,2669,69,17,Transferência,9.94,20250304
4883,6090,209,45,5,Pagamento,6.99,20240322
4884,8375,430,60,36,Pix,5.0,20250204
4885,5645,737,17,8,Transferência,15.6,20260107
4886,11842,1682,39,26,Pix,7.38,20240501
4887,12063,1898,42,10,Pix,12.68,20260101
4888,11012,1997,9,9,Transferência,9.19,20240229
4889,9339,2321,32,10,Transferência,9.5,20240218
4890,75,2570,39,35,Transferência,21.42,20251104
4891,11207,773,79,7,Transferência,25.3,20250728
4892,11589,1325,10,29,Pix,6.72,20260117
4893,3021,2139,49,28,Transferência,16.32,20250627
4894,5846,163,30,6,Transferência,17.69,20240325
4895,4299,1865,78,3,Débito,9.64,20251204
4896,6356,709,36,39,Pagamento,5.0,20240307
4897,5605,2041,58,33,Débito,9.73,20240531
4898,10526,1623,55,12,Crédito,10.18,20250326
4899,8636,281,78,36,Pix,14.04,20250505
4900,8272,2349,12,32,Crédito,11.26,20240618
4901,2274,2224,80,20,Transferência,12.46,20250225
4902,6750,112,57,2,Débito,18.18,20240420
4903,7478,416,78,3,Pagamento,12.92,20240426
4904,8278,1255,45,37,Pagamento,7.83,20251227
4905,7590,1153,60,17,Débito,18.89,20250110
4906,1482,2365,62,2,Débito,22.48,20250907
4907,2203,934,29,36,Transferência,25.14,20260326
4908,717,1977,72,37,Pagamento,13.91,20260215
4909,14771,2320,40,21,Crédito,10.08,20240430
4910,14622,2868,55,22,Pix,13.75,20240420
4911,9177,224,55,10,Pix,11.36,20260204
4912,9912,2253,70,35,Pagamento,28.46,20240420
4913,2217,2652,58,22,Pix,17.03,20240403
4914,10632,1707,49,40,Pagamento,10.12,20240407
4915,7505,2277,56,11,Pix,5.0,20251215
4916,2554,1669,61,5,Débito,14.22,20240316
4917,10783,326,9,23,Débito,13.43,20251025
4918,14806,2611,40,34,Pagamento,5.0,20260316
4919,12345,379,80,39,Pix,19.57,20250523
4920,6188,369,25,5,Pagamento,28.67,20250729
4921,8819,1116,31,39,Débito,32.41,20240123
4922,7649,2369,70,6,Crédito,26.05,20241003
4923,2571,2191,45,11,Pix,19.3,20250727
4924,2805,2767,10,37,Pix,20.72,20250701
4925,6127,2282,59,7,Débito,9.12,20240515
4926,9344,2551,47,24,Débito,12.77,20250625
4927,1169,920,3,9,Transferência,14.98,20240513
4928,2505,1168,75,34,Pix,16.76,20240403
4929,10274,864,1,10,Transferência,7.78,20251119
4930,7578,2790,37,4,Débito,5.0,20240117
4931,5798,413,64,38,Pagamento,5.0,20240930
4932,13691,807,80,10,Transferência,5.25,20250823
4933,12112,2853,34,6,Pix,8.05,20250526
4934,9361,880,10,1,Débito,8.35,20250618
4935,4998,1299,78,5,Transferência,5.67,20240629
4936,1113,626,13,40,Transferência,10.57,20240401
4937,11893,37,46,13,Pix,5.0,20241002
4938,4742,2298,39,22,Pix,10.32,20250704
4939,9147,807,3,5,Transferência,7.74,20251020
4940,8039,2597,32,37,Pix,10.97,20240930
4941,11981,1876,48,21,Crédito,11.79,20240920
4942,3278,264,5,13,Pix,10.03,20251211
4943,762,1488,58,34,Crédito,5.9,20250604
4944,10959,1883,29,39,Pix,18.4,20250914
4945,12861,817,13,32,Crédito,6.6,20260222
4946,9121,2542,74,1,Pix,5.87,20240928
4947,12793,1374,78,33,Pix,15.52,20260201
4948,14079,2870,76,36,Pix,6.46,20251122
4949,437,382,46,30,Pagamento,37.15,20240102
4950,378,951,78,22,Débito,8.69,20260304
4951,5066,2246,40,26,Débito,20.94,20251125
4952,3202,2472,37,1,Transferência,15.87,20250207
4953,4260,2622,37,39,Pix,6.14,20250607
4954,5317,1600,69,15,Pagamento,12.3,20250515
4955,11129,648,75,20,Pagamento,9.67,20250223
4956,12345,379,80,39,Débito,5.0,20240609
4957,10497,1724,43,23,Crédito,23.22,20240513
4958,10619,1002,36,40,Pix,20.74,20251206
4959,6639,65,60,19,Pix,25.24,20250403
4960,1408,271,80,18,Pix,73.27,20240510
4961,5848,964,11,8,Pix,5.26,20240202
4962,8478,887,7,4,Pix,24.16,20250829
4963,12140,268,12,31,Pix,7.82,20250109
4964,2561,1594,23,22,Débito,6.15,20251014
4965,6873,682,7,25,Transferência,25.25,20260228
4966,9488,2230,63,2,Crédito,13.69,20260312
4967,13012,57,3,12,Débito,19.9,20241228
4968,9262,1300,49,38,Débito,5.44,20251217
4969,9670,2275,56,30,Transferência,8.82,20241126
4970,3651,437,38,4,Crédito,5.0,20250607
4971,14575,1146,36,16,Transferência,6.71,20250321
4972,10643,1477,77,31,Crédito,5.0,20241108
4973,8910,1754,45,28,Transferência,9.4,20251108
4974,10697,392,30,17,Débito,5.0,20260117
4975,9862,2657,3,39,Débito,14.52,20240509
4976,14613,806,66,13,Crédito,7.02,20250709
4977,3334,1002,42,34,Transferência,42.24,20250504
4978,1354,1319,62,34,Pix,23.64,20260119
4979,11347,165,65,34,Débito,31.31,20240527
4980,11163,89,63,28,Crédito,12.54,20260127
4981,14234,1693,50,32,Pix,6.75,20240117
4982,11815,793,23,26,Pagamento,37.84,20240310
4983,7907,1223,62,14,Transferência,24.71,20241128
4984,12010,2976,69,16,Crédito,14.49,20250828
4985,12361,356,2,1,Crédito,8.63,20260116
4986,6729,1028,36,31,Crédito,7.65,20251013
4987,4840,1107,38,2,Transferência,12.94,20250925
4988,4991,289,25,30,Pix,5.0,20240306
4989,7186,670,35,35,Pagamento,5.19,20250328
4990,9680,2192,68,17,Pagamento,8.84,20240401
4991,1360,1506,35,21,Pagamento,5.0,20240502
4992,5311,2075,64,15,Pagamento,6.91,20240930
4993,5678,2839,39,29,Pagamento,5.0,20250830
4994,550,2829,61,30,Débito,5.0,20250625
4995,7247,1862,51,7,Transferência,13.24,20241117
4996,1337,776,77,30,Débito,6.17,20250219
4997,3828,2234,48,3,Pix,9.65,20241208
4998,5401,1699,78,1,Crédito,5.26,20240206
4999,13445,223,22,5,Débito,7.95,20251016
5000,9142,992,69,22,Crédito,16.73,20260125
5001,4798,2132,22,17,Transferência,12.46,20240509
5002,8933,788,25,37,Transferência,20.39,20240104
5003,6505,2399,40,1,Crédito,30.4,20260201
5004,2564,836,13,24,Pagamento,6.74,20260401
5005,4442,1722,79,10,Crédito,21.1,20241216
5006,6608,2165,42,37,Crédito,7.75,20241111
5007,14657,1259,61,35,Débito,5.0,20240523
5008,2411,43,4,38,Pagamento,21.44,20251106
5009,9141,1226,23,38,Crédito,25.79,20250927
5010,5617,2407,26,17,Crédito,5.25,20250826
5011,8023,1933,46,23,Crédito,5.0,20250803
5012,7318,1587,60,36,Transferência,5.0,20250420
5013,7693,829,45,13,Crédito,15.41,20240416
5014,10014,1340,4,35,Pix,5.0,20240803
5015,362,2629,5,34,Pagamento,13.29,20250327
5016,2519,437,29,36,Pix,13.97,20240403
5017,3145,291,77,11,Pagamento,5.0,20260208
5018,10256,1160,53,4,Débito,9.44,20240918
5019,3379,1188,3,4,Débito,8.83,20251118
5020,11008,246,5,22,Crédito,10.66,20241230
5021,3824,2733,38,9,Pagamento,13.88,20250804
5022,2533,2510,9,13,Pix,21.82,20250411
5023,1565,529,73,5,Pagamento,10.77,20250421
5024,10343,459,16,23,Crédito,5.0,20240525
5025,452,1015,11,12,Pix,16.05,20240126
5026,13179,891,3,19,Pagamento,8.36,20250318
5027,11182,466,59,33,Crédito,5.0,20251022
5028,859,108,79,40,Crédito,5.0,20260314
5029,2348,508,42,28,Crédito,11.47,20240929
5030,9546,20,73,29,Pix,7.95,20250925
5031,4558,2512,37,38,Crédito,34.58,20250120
5032,6720,1707,62,40,Débito,5.0,20250827
5033,5475,1415,13,35,Débito,5.0,20250905
5034,13187,153,29,39,Débito,15.58,20240826
5035,12492,396,65,5,Transferência,7.55,20241207
5036,14602,1773,10,31,Débito,7.54,20251230
5037,6046,589,36,20,Pagamento,6.13,20250801
5038,9067,1589,72,26,Débito,8.71,20250112
5039,5158,2471,43,30,Transferência,8.09,20260330
5040,10644,467,78,12,Crédito,7.18,20250325
5041,4608,2900,42,20,Pix,5.0,20250409
5042,13656,2183,2,14,Transferência,6.51,20240521
5043,12292,1474,46,24,Pix,8.66,20250731
5044,11248,1548,41,16,Pagamento,17.34,20251029
5045,9866,635,7,14,Pagamento,17.02,20250727
5046,168,250,55,26,Pagamento,7.55,20240930
5047,4435,2735,32,31,Pix,5.0,20260119
5048,13115,2759,22,35,Pagamento,5.0,20250419
5049,9693,609,49,13,Pix,22.81,20240716
5050,14004,16,25,14,Débito,13.94,20250413
5051,4304,999,59,1,Transferência,13.12,20251213
5052,9403,264,15,10,Pix,5.0,20240625
5053,192,1764,49,32,Débito,12.67,20250623
5054,6540,166,63,39,Débito,10.06,20250326
5055,5734,12,37,35,Pagamento,26.93,20240911
5056,310,1316,8,30,Transferência,25.82,20240429
5057,1846,37,62,23,Pix,5.0,20241004
5058,5395,2660,52,3,Pagamento,33.3,20240909
5059,9697,558,15,17,Débito,7.95,20251114
5060,4046,905,46,32,Débito,5.0,20250603
5061,10740,124,1,32,Crédito,11.51,20241018
5062,5093,2811,41,13,Débito,18.82,20250320
5063,1674,1762,51,34,Pix,19.46,20250319
5064,13522,1531,26,15,Pagamento,17.56,20250123
5065,13418,2818,52,18,Transferência,20.29,20240912
5066,14324,932,20,4,Crédito,6.29,20240518
5067,11229,2092,69,29,Pagamento,57.73,20250526
5068,14596,535,61,9,Crédito,5.0,20260313
5069,3074,874,57,24,Pix,12.93,20250305
5070,14629,1688,63,29,Débito,10.65,20250922
5071,13655,2014,33,1,Transferência,14.92,20240214
5072,6786,1247,13,33,Pagamento,5.0,20240821
5073,2561,1594,23,22,Transferência,18.94,20241022
5074,12085,620,68,5,Débito,6.33,20250601
5075,12012,2535,61,12,Débito,5.0,20250516
5076,2958,2118,29,7,Crédito,9.37,20250909
5077,5003,1298,76,40,Transferência,17.98,20240815
5078,7525,1004,76,27,Pix,10.64,20241014
5079,13733,1962,34,35,Débito,13.76,20251130
5080,7138,19,70,21,Crédito,30.34,20240324
5081,9947,1320,27,25,Pix,9.35,20240629
5082,5466,1052,71,26,Crédito,32.57,20250414
5083,7093,134,7,22,Pix,11.14,20240516
5084,1257,2999,48,17,Débito,10.27,20260206
5085,1515,197,50,35,Débito,8.17,20250428
5086,3310,788,70,1,Pix,17.2,20240427
5087,3101,1481,8,3,Transferência,6.83,20250125
5088,2351,2317,66,3,Pagamento,63.02,20240705
5089,5060,975,46,20,Crédito,30.51,20251201
5090,11017,2759,71,3,Crédito,9.88,20240428
5091,12336,1828,36,5,Crédito,11.19,20250106
5092,11468,1902,22,28,Crédito,18.25,20251205
5093,8411,2839,71,11,Pix,5.11,20240525
5094,14930,700,34,10,Pagamento,5.0,20240723
5095,8906,2348,73,36,Pagamento,5.0,20240819
5096,5615,1754,42,34,Pagamento,21.68,20250804
5097,10814,627,71,17,Crédito,7.4,20240424
5098,14519,1627,26,10,Pix,5.68,20250921
5099,7164,2325,56,4,Débito,16.49,20240805
5100,8848,1752,77,39,Pix,5.0,20250928
5101,5568,1665,71,35,Transferência,10.74,20240730
5102,9410,964,45,10,Transferência,9.19,20250327
5103,7950,2498,11,23,Transferência,5.0,20240130
5104,13007,1253,35,34,Transferência,32.08,20260401
5105,2850,2041,24,8,Pix,22.54,20240529
5106,4839,2771,79,11,Transferência,13.16,20250609
5107,13558,277,36,33,Pix,6.62,20260120
5108,7329,2632,31,8,Pix,5.0,20250509
5109,9998,2958,36,38,Transferência,6.13,20260223
5110,10024,2793,31,17,Débito,7.47,20240614
5111,14725,2159,53,28,Débito,29.94,20241213
5112,5000,2156,37,26,Pix,16.14,20260324
5113,4812,2881,11,1,Pix,15.86,20240103
5114,12005,1102,4,34,Débito,9.33,20250525
5115,5456,2733,79,15,Crédito,21.47,20240322
5116,12023,570,75,23,Pagamento,47.34,20250723
5117,6829,2473,43,1,Pagamento,9.45,20240309
5118,6520,955,5,7,Pix,5.0,20240817
5119,8339,2309,7,19,Transferência,11.07,20241227
5120,2165,2974,27,10,Débito,30.45,20240713
5121,5073,2814,36,32,Pix,18.71,20251221
5122,1608,1725,29,8,Crédito,31.56,20241023
5123,1120,2210,72,31,Transferência,10.92,20240519
5124,14233,2648,64,13,Pix,14.5,20241114
5125,11652,2286,19,12,Crédito,11.84,20240407
5126,12543,363,49,23,Pix,28.85,20250829
5127,1560,781,58,40,Pix,6.2,20251031
5128,5504,1909,24,36,Pagamento,10.67,20241017
5129,2846,969,47,21,Pix,5.0,20250417
5130,4592,861,69,34,Pix,5.23,20250103
5131,12551,2569,71,31,Crédito,32.25,20240813
5132,6480,700,22,36,Pix,7.23,20260315
5133,10160,415,58,10,Crédito,11.51,20241228
5134,995,1259,59,7,Pagamento,7.51,20250403
5135,12652,2498,36,16,Pix,5.0,20250731
5136,12511,628,58,17,Pagamento,7.83,20250813
5137,14439,1910,4,39,Pix,9.79,20250918
5138,5431,1883,16,38,Pix,11.85,20250809
5139,13418,2818,52,18,Pagamento,5.39,20240407
5140,5508,2237,42,20,Pagamento,5.03,20240618
5141,7169,2372,30,27,Débito,11.64,20241015
5142,4919,626,25,32,Transferência,8.85,20250311
5143,13639,2189,47,13,Transferência,10.55,20250321
5144,14317,667,65,28,Crédito,8.41,20260401
5145,1570,1061,38,15,Pagamento,10.8,20240102
5146,4237,2003,51,24,Débito,6.13,20250318
5147,13923,2953,48,3,Crédito,14.23,20260213
5148,8804,2196,36,20,Pix,5.0,20250129
5149,2809,829,23,9,Débito,8.95,20240512
5150,1907,2345,27,35,Pix,19.6,20241226
5151,13271,1318,32,2,Débito,11.86,20240522
5152,6958,841,16,11,Pix,9.43,20240128
5153,10244,1736,29,20,Pix,8.63,20251006
5154,12758,2097,9,22,Transferência,26.8,20240116
5155,3261,178,67,20,Débito,17.25,20250506
5156,13921,644,77,1,Crédito,40.46,20260222
5157,9937,1970,19,17,Pagamento,21.83,20240413
5158,9207,1549,24,7,Crédito,9.04,20251125
5159,13068,1820,38,18,Crédito,15.98,20250905
5160,5995,1793,32,35,Crédito,14.59,20240825
5161,4364,2448,64,27,Crédito,15.23,20241214
5162,6542,1252,27,22,Pagamento,7.26,20241005
5163,14599,2688,58,33,Crédito,8.93,20251109
5164,11824,1841,47,31,Crédito,20.39,20250408
5165,1262,1343,47,13,Crédito,10.54,20260304
5166,11544,710,13,32,Pagamento,16.88,20240729
